OGLE-BLG-HB-0157 RG 17 52 15.62 -31 42  1.6 BLG535.28.144710 BLG163.6.135241                 OGLE-BLG-ELL-008982           
OGLE-BLG-HB-0158 RG 17 52 19.22 -29 32 46.4 BLG501.20.204385 BLG101.5.188713 BUL_SC37_320418 OGLE-BLG-ELL-009031           
OGLE-BLG-HB-0159 RG 17 52 23.46 -32 28 13.5 BLG535.11.100078 BLG155.2.126683                 OGLE-BLG-ELL-009096           
OGLE-BLG-HB-0160 RG 17 52 25.16 -29 21 54.4 BLG501.28.155056 BLG195.7.75                     OGLE-BLG-ELL-009121           
OGLE-BLG-HB-0161 RG 17 52 25.46 -30  7  3.3 BLG501.11.161856 BLG101.8.39     BUL_SC37_213623 OGLE-BLG-ELL-009126           
OGLE-BLG-HB-0162 RG 17 52 30.20 -33 35 41.7 BLG502.11.69709  BLG141.6.10824  BUL_SC41_454224 OGLE-BLG-ELL-009184           
OGLE-BLG-HB-0163 RG 17 52 37.21 -29 31 24.2                  BLG195.8.6276   BUL_SC37_484409 OGLE-BLG-ELL-009278           
OGLE-BLG-HB-0164 RG 17 52 38.80 -29 30  8.4 BLG501.28.41903  BLG195.8.70390  BUL_SC37_484538 OGLE-BLG-ELL-009301           
OGLE-BLG-HB-0165 RG 17 52 43.47 -33 57  3.9 BLG502.03.24272  BLG132.4.119572                 OGLE-BLG-ELL-009375           
OGLE-BLG-HB-0166 RG 17 52 46.93 -30 51 47.0 BLG534.20.31838  BLG180.1.111978                 OGLE-BLG-ELL-009425           
OGLE-BLG-HB-0167 RG 17 52 50.52 -30  6 35.4 BLG501.11.5280   BLG101.8.25078  BUL_SC37_544321 OGLE-BLG-ECL-154053           
OGLE-BLG-HB-0168 RG 17 52 50.76 -33 11  9.5 BLG502.27.132482 BLG148.1.158943 BUL_SC24_20011  OGLE-BLG-ELL-009483           
OGLE-BLG-HB-0169 RG 17 52 55.02 -31 44  8.0 BLG535.27.150971 BLG163.3.109502                 OGLE-BLG-ELL-009550           
OGLE-BLG-HB-0170 RG 17 52 55.55 -32 31 49.3 BLG535.10.130407 BLG155.2.85736  BUL_SC24_131590 OGLE-BLG-ELL-009561           
OGLE-BLG-HB-0171 RG 17 52 58.63 -29 54  0.5 BLG501.11.38933  BLG101.7.165948 BUL_SC37_586817 OGLE-BLG-ELL-009598           
OGLE-BLG-HB-0172 RG 17 52 59.07 -31 51 30.8 BLG535.27.136003 BLG163.2.173266                 OGLE-BLG-ELL-009605           
OGLE-BLG-HB-0173 RG 17 53  2.03 -34 16 33.3 BLG503.27.102062 BLG132.2.138058                 OGLE-BLG-ELL-009652           
OGLE-BLG-HB-0174 RG 17 53  4.22 -30  3 44.3 BLG501.10.187512 BLG101.8.105236 BUL_SC3_76012   OGLE-BLG-ELL-009679           
OGLE-BLG-HB-0175 RG 17 53  5.18 -29 13  0.6 BLG500.02.163813 BLG195.6.25821                  OGLE-BLG-ELL-009696           
OGLE-BLG-HB-0176 RG 17 53 15.50 -31 26 20.0 BLG534.02.108533 BLG171.1.114836                 OGLE-BLG-ELL-009836           
OGLE-BLG-HB-0177 RG 17 53 20.33 -31 34 31.6 BLG534.02.53064  BLG163.4.121093                 OGLE-BLG-ELL-009908           
OGLE-BLG-HB-0178 RG 17 53 20.65 -29 50  6.3 BLG501.19.113664 BLG101.7.254607 BUL_SC3_341239  OGLE-BLG-ELL-009914           
OGLE-BLG-HB-0179 RG 17 53 22.75 -33 52  3.3 BLG502.02.36342  BLG141.8.85043                  OGLE-BLG-ELL-009950           
OGLE-BLG-HB-0180 RG 17 53 23.62 -33 42 44.8 BLG502.10.15374  BLG141.7.79937                  OGLE-BLG-ELL-009963           
OGLE-BLG-HB-0181 RG 17 53 23.71 -33  2  7.7 BLG502.27.22244  BLG148.2.183628 BUL_SC24_360722 OGLE-BLG-ELL-009965           
OGLE-BLG-HB-0182 RG 17 53 26.74 -30  7 11.2 BLG501.10.51983  BLG101.8.51724  BUL_SC3_275270  OGLE-BLG-ELL-010015           
OGLE-BLG-HB-0183 RG 17 53 32.85 -28 58 23.4 BLG500.02.96588  BLG195.5.152034                 OGLE-BLG-ELL-010104           
OGLE-BLG-HB-0184 RG 17 53 34.40 -30 55 56.9 BLG534.19.17672  BLG180.1.33107                  OGLE-BLG-ELL-010130           
OGLE-BLG-HB-0185 RG 17 53 34.75 -32 58 48.4 BLG502.26.149367 BLG148.3.82626  BUL_SC24_516763 OGLE-BLG-ELL-010139           
OGLE-BLG-HB-0186 RG 17 53 37.50 -30  6  5.8 BLG501.10.4840   BLG101.8.60314  BUL_SC3_478472  OGLE-BLG-ELL-010180           
