OGLE-BLG-CEP-131        F  17:58:45.37 -24:50:25.7  BLG713.02.2593                                   
OGLE-BLG-CEP-132        F  17:59:24.83 -19:19:04.5  BLG846.14.1795                                   
OGLE-BLG-CEP-133        F  18:00:30.98 -12:21:47.0  BLG840.05.945                                    
OGLE-BLG-CEP-134        F  18:01:10.28 -22:07:01.3  BLG761.32.108                                    
OGLE-BLG-CEP-135       1O  18:01:47.45 -24:03:07.6  BLG716.06.10685                                  
OGLE-BLG-CEP-136        F  18:02:53.17 -23:18:10.0  BLG716.29.1906                                   
OGLE-BLG-CEP-137       1O  18:04:12.45 -22:48:13.0  BLG761.03.12748                                  
OGLE-BLG-CEP-138        F  18:04:14.20 -20:25:40.9  BLG999.03.21389                                  
OGLE-BLG-CEP-139        F  18:04:32.36 -21:44:58.6  BLG760.02.246                                    
OGLE-BLG-CEP-140        F  18:07:14.39 -18:59:13.3  BLG762.31.21                                     
OGLE-BLG-CEP-141       1O  18:07:16.15 -12:22:19.7  BLG847.19.456                                    
OGLE-BLG-CEP-143        F  18:08:01.92 -18:55:51.5  BLG762.30.10837                                  
OGLE-BLG-CEP-144        F  18:08:58.85 -16:13:18.3  BLG767.04.316                                    
OGLE-BLG-CEP-145        F  18:12:15.49 -14:55:08.8  BLG772.24.47309                                  
OGLE-BLG-CEP-146        F  18:13:05.04 -13:30:47.1  BLG771.31.627                                    
OGLE-BLG-CEP-147     F/1O  18:13:19.72 -16:33:19.4  BLG773.13.133                                    
OGLE-BLG-CEP-148        F  18:14:59.73 -13:36:23.6  BLG771.20.8831                                   
OGLE-BLG-CEP-149        F  18:15:05.51 -17:33:05.8  BLG774.19.2                                      
OGLE-BLG-CEP-150       1O  18:15:19.37 -16:18:34.4  BLG773.19.3                                      
OGLE-BLG-CEP-151        F  18:15:53.71 -12:03:03.0  BLG770.26.8598                                   
OGLE-BLG-CEP-152     F/1O  18:16:40.89 -10:57:41.4  BLG776.16.119                                    
OGLE-BLG-CEP-153        F  18:16:45.55 -12:53:12.2  BLG770.08.282                                    
OGLE-BLG-CEP-154        F  18:16:54.63 -10:32:32.6  BLG776.25.15677                                  
OGLE-BLG-CEP-155        F  18:17:09.19 -17:24:38.6  BLG781.07.10156                                  
OGLE-BLG-CEP-156        F  18:17:20.54 -15:32:41.9  BLG780.24.25321                                  
OGLE-BLG-CEP-157        F  18:19:32.54 -14:01:28.4  BLG779.28.80                                     
OGLE-BLG-CEP-158        F  18:21:22.77 -13:48:46.6  BLG778.01.444                                    
OGLE-BLG-CEP-159        F  18:22:23.71 -11:32:45.5  BLG786.15.24563                                  
OGLE-BLG-CEP-160        F  18:22:39.01 -10:35:09.9  BLG785.07.10513                                  
OGLE-BLG-CEP-161        F  18:22:53.57 -11:09:10.8  BLG786.23.23038                                  
OGLE-BLG-CEP-162        F  18:24:59.63 -10:19:22.1  BLG785.11.23685                                  
OGLE-BLG-CEP-163     F/1O  18:26:16.66 -10:17:26.7  BLG785.09.27140                                  
OGLE-BLG-CEP-164        F  18:26:55.16 -12:00:10.2  BLG790.25.82                                     
OGLE-BLG-CEP-165        F  18:27:10.66 -11:48:22.6  BLG790.24.26007                                  
OGLE-BLG-CEP-166        F  18:29:08.19 -14:34:44.9  BLG575.12.54363                                  
OGLE-BLG-CEP-167        F  18:41:49.10 -14:30:19.4  BLG591.08.32289                                  
OGLE-BLG-CEP-168        F  18:51:35.39 -13:18:31.7  BLG727.09.22929                                  
OGLE-BLG-CEP-169     F/1O  16:31:52.27 -30:40:30.2  BLG858.20.9887                                   
OGLE-BLG-CEP-170       1O  16:55:05.23 -35:02:34.4  BLG888.25.25208                                  
OGLE-BLG-CEP-171        F  17:05:54.60 -29:29:01.2  BLG895.19.52483                                  
OGLE-BLG-CEP-172    2O/3O  17:10:20.43 -33:52:55.9  BLG909.21.74680                                  
OGLE-BLG-CEP-173       1O  17:11:13.98 -39:09:22.2  BLG990.31.19621                                  
OGLE-BLG-CEP-174       1O  17:12:00.75 -37:37:02.5  BLG988.05.27928                                  
OGLE-BLG-CEP-175        F  17:12:16.49 -38:32:45.9  BLG989.13.6196                                   
OGLE-BLG-CEP-176        F  17:14:21.71 -40:48:03.9  BLG991.19.3713                                   
OGLE-BLG-CEP-177    1O/2O  17:14:33.53 -32:27:12.6  BLG917.14.1087                                   
OGLE-BLG-CEP-178    1O/2O  17:15:24.55 -33:19:55.3  BLG918.22.1537                                   
OGLE-BLG-CEP-179     F/1O  17:16:41.22 -32:31:36.8  BLG917.03.46886                                  
OGLE-BLG-CEP-180       1O  17:18:11.07 -30:37:24.6  BLG916.26.1648                                   
OGLE-BLG-CEP-181        F  17:18:35.89 -38:19:31.8  BLG924.05.26134                                  
OGLE-BLG-CEP-182    1O/2O  17:18:44.81 -32:41:09.8  BLG977.25.16                                     
OGLE-BLG-CEP-183        F  17:20:34.57 -37:34:50.4  BLG924.19.11609                                  
OGLE-BLG-CEP-184    1O/2O  17:21:27.69 -38:50:07.8  BLG925.18.12455                                  
OGLE-BLG-CEP-185        F  17:25:05.14 -33:45:38.6  BLG973.16.2557                                   
OGLE-BLG-CEP-186    1O/2O  17:29:39.93 -37:05:52.5  BLG928.17.275                                    
OGLE-BLG-CEP-187       1O  17:35:55.70 -33:30:29.9  BLG669.02.31                                     
OGLE-BLG-CEP-189        F  17:40:04.96 -32:38:39.2  BLG679.04.37683                                  
OGLE-BLG-CEP-190       1O  17:56:06.52 -20:11:08.8  BLG640.03.60413                                  
OGLE-BLG-CEP-191        F  17:56:50.57 -20:01:10.3  BLG640.10.1467                                   
OGLE-BLG-CEP-192    1O/2O  17:58:47.69 -27:19:06.2  BLG645.02.86612                                  
OGLE-BLG-CEP-193        F  17:58:59.43 -23:22:20.6  BLG643.17.4074                                   
OGLE-BLG-CEP-194    1O/2O  18:00:27.67 -20:58:02.5  BLG760.25.23924                                  
OGLE-BLG-CEP-195        F  18:02:09.27 -21:23:22.3  BLG760.14.7529                                   
OGLE-BLG-CEP-196       1O  18:08:23.95 -31:15:02.4  BLG573.30.52392                                  V4257 Sgr
OGLE-BLG-CEP-197        F  18:11:08.07 -16:56:19.5  BLG768.18.2364                                   
OGLE-BLG-CEP-198    1O/2O  18:15:15.11 -15:15:32.4  BLG772.10.27493                                  
OGLE-BLG-CEP-199       1O  18:19:56.26 -15:30:52.6  BLG780.20.13222                                  
OGLE-BLG-CEP-200       1O  18:23:42.52 -26:08:08.7  BLG553.22.205    BLG256.8.100911                 
OGLE-BLG-CEP-201        F  18:29:02.91 -25:48:48.6  BLG561.13.372                                    
OGLE-BLG-CEP-202        F  18:29:55.66 -13:20:46.8  BLG574.11.18933                                  
OGLE-BLG-CEP-203       1O  18:30:28.96 -14:02:03.9  BLG575.27.251                                    
OGLE-BLG-CEP-204        F  18:31:19.30 -13:06:36.3  BLG574.18.62787                                  
OGLE-BLG-CEP-205     F/1O  18:45:15.90 -30:01:47.4  BLG706.15.1909                                   
OGLE-BLG-CEP-206       1O  17:37:52.84 -18:25:03.7  BLG816.17.203                                    
OGLE-BLG-CEP-207        F  17:42:30.76 -37:06:23.5  BLG680.17.10069                                  
OGLE-BLG-CEP-208       1O  18:08:16.08 -32:26:07.0  BLG588.30.79408  BLG161.7.118922 BUL_SC6_282508  
